order_id;order_date;ship_date;customer;manufactory;product_name;segment;category;subcategory;region;zip;city;state;country;discount;profit;quantity;sales;profit_margin
US-2020-138240;9/10/2019;10/14/2019;Shirley Jackson;Boston;Boston Heavy-Duty Trimline Electric Pencil Sharpeners;Consumer;Office Supplies;Art;West;94122;San Francisco;California;United States;0%;41934,00;3;144,6;0,3
US-2020-138240;9/10/2019;10/14/2019;Shirley Jackson;iOttie;iOttie HLCRIO102 Car Mount;Consumer;Technology;Phones;West;94122;San Francisco;California;United States;20%;-29985,00;1;15992,0;-0,2
US-2020-103492;10/10/2019;10/15/2019;Craig Molinari;Avery;Avery Non-Stick Binders;Corporate;Office Supplies;Binders;Central;77340;Huntsville;Texas;United States;80%;-15715,00;1;0,9;-1,8
US-2020-103492;10/10/2019;10/15/2019;Craig Molinari;GBC;GBC Personal VeloBind Strips;Corporate;Office Supplies;Binders;Central;77340;Huntsville;Texas;United States;80%;-19168,00;5;12,0;-1,6
US-2020-103492;10/10/2019;10/15/2019;Craig Molinari;Motorola;Motorola Droid Maxx;Corporate;Technology;Phones;Central;77340;Huntsville;Texas;United States;20%;719952,00;6;719952,0;0,1
US-2020-103492;10/10/2019;10/15/2019;Craig Molinari;Cisco;Cisco 8x8 Inc, 6753i IP Business Phone System;Corporate;Technology;Phones;Central;77340;Huntsville;Texas;United States;20%;661451,00;7;755944,0;0,1
US-2020-105137;10/10/2019;10/10/2019;Richard Bierner;Premier;Premier Elliptical Ring Binder, Black;Consumer;Office Supplies;Binders;East;43229;Columbus;Ohio;United States;70%;-133936,00;2;18264,0;-0,7
US-2020-105137;10/10/2019;10/10/2019;Richard Bierner;Hewlett-Packard;Hewlett-Packard Deskjet F4180 All-in-One Color Ink-jet - Printer / copier / scanner;Consumer;Technology;Machines;East;43229;Columbus;Ohio;United States;70%;-713958,00;2;101994,0;-0,7
US-2020-134054;10/10/2019;10/10/2019;Fred Chung;Dixon;Dixon Ticonderoga Core-Lock Colored Pencils, 48-Color Set;Corporate;Office Supplies;Art;West;87105;Albuquerque;New Mexico;United States;0%;112574,00;7;255,9;0,4
US-2020-140403;10/10/2019;10/10/2019;Tanja Norvell;Global;Global Deluxe Stacking Chair, Gray;Home Office;Furniture;Chairs;West;95336;Manteca;California;United States;20%;137646,00;3;122352,0;0,1
US-2020-140403;10/10/2019;10/10/2019;Tanja Norvell;Other;"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes";Home Office;Office Supplies;Envelopes;West;95336;Manteca;California;United States;0%;74872,00;2;15,3;0,5
US-2020-150329;10/10/2019;10/14/2019;Shirley Daniels;Westinghouse;Westinghouse Clip-On Gooseneck Lamps;Home Office;Furniture;Furnishings;West;85023;Phoenix;Arizona;United States;20%;35154,00;7;46872,0;0,1
US-2020-114314;11/10/2019;10/15/2019;Dorothy Badders;Eldon;Eldon Pizzaz Desk Accessories;Corporate;Furniture;Furnishings;South;72701;Fayetteville;Arkansas;United States;0%;39248,00;4;8,9;0,4
US-2020-114314;11/10/2019;10/15/2019;Dorothy Badders;Universal;Self-Adhesive Address Labels for Typewriters by Universal;Corporate;Office Supplies;Labels;South;72701;Fayetteville;Arkansas;United States;0%;34357,00;1;7,3;0,5
US-2020-116834;11/10/2019;10/16/2019;Dean percer;DAX;DAX Cubicle Frames - 8x10;Home Office;Furniture;Furnishings;West;98115;Seattle;Washington;United States;0%;19041,00;11;63,5;0,3
US-2020-116834;11/10/2019;10/16/2019;Dean percer;WD My Passport;WD My Passport Ultra 1TB Portable External Hard Drive;Home Office;Technology;Accessories;West;98115;Seattle;Washington;United States;0%;58,65;5;345,0;0,2
US-2020-126571;11/10/2019;10/15/2019;Jill Fjeld;Other;Airmail Envelopes;Consumer;Office Supplies;Envelopes;East;19120;Philadelphia;Pennsylvania;United States;20%;679833,00;3;201432,0;0,3
US-2020-126571;11/10/2019;10/15/2019;Jill Fjeld;Fellowes;Fellowes High-Stak Drawer Files;Consumer;Office Supplies;Storage;East;19120;Philadelphia;Pennsylvania;United States;20%;105714,00;2;281904,0;0,0
US-2020-128538;11/10/2019;10/15/2019;Alan Shonely;Other;"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes";Consumer;Office Supplies;Envelopes;West;90278;Redondo Beach;California;United States;0%;37436,00;1;7,6;0,5
US-2020-157924;11/10/2019;10/13/2019;Helen Andreada;Global;Global Enterprise Series Seating High-Back Swivel/Tilt Chairs;Consumer;Furniture;Chairs;West;91104;Pasadena;California;United States;20%;-650352,00;2;433568,0;-0,2
US-2020-157924;11/10/2019;10/13/2019;Helen Andreada;Iris;Iris Project Case;Consumer;Office Supplies;Storage;West;91104;Pasadena;California;United States;0%;82992,00;4;31,9;0,3
US-2020-139451;12/10/2019;10/16/2019;Duane Noonan;Other;Premium Writing Pencils, Soft, #2 by Central Association for the Blind;Consumer;Office Supplies;Art;West;94122;San Francisco;California;United States;0%;4172,00;5;14,9;0,3
US-2020-139451;12/10/2019;10/16/2019;Duane Noonan;Other;Sortfiler Multipurpose Personal File Organizer, Black;Consumer;Office Supplies;Storage;West;94122;San Francisco;California;United States;0%;62031,00;1;21,4;0,3
US-2020-154655;12/10/2019;10/17/2019;Barry Pond;Acme;"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L";Corporate;Office Supplies;Supplies;Central;60623;Chicago;Illinois;United States;20%;2502,00;2;22,2;0,1
US-2020-123316;10/13/2019;10/17/2019;Sibella Parks;Other;Recycled Pressboard Report Cover with Reinforced Top Hinge;Corporate;Office Supplies;Binders;East;10550;Mount Vernon;New York;United States;20%;28101,00;3;7752,0;0,4
US-2020-132010;10/13/2019;10/15/2019;Michelle Arnett;Wilson Jones;Wilson Jones Standard D-Ring Binders;Home Office;Office Supplies;Binders;South;23223;Richmond;Virginia;United States;0%;71346,00;3;15,2;0,5
US-2020-132010;10/13/2019;10/15/2019;Michelle Arnett;Other;Pastel Pink Envelopes;Home Office;Office Supplies;Envelopes;South;23223;Richmond;Virginia;United States;0%;17472,00;5;36,4;0,5
US-2020-132010;10/13/2019;10/15/2019;Michelle Arnett;Space Solutions;Space Solutions Industrial Galvanized Steel Shelving,;Home Office;Office Supplies;Storage;South;23223;Richmond;Virginia;United States;0%;6304,00;4;315,2;0,0
US-2020-132010;10/13/2019;10/15/2019;Michelle Arnett;SanDisk;SanDisk Cruzer 16 GB USB Flash Drive;Home Office;Technology;Accessories;South;23223;Richmond;Virginia;United States;0%;43624,00;2;23,0;0,2
US-2020-151995;10/13/2019;10/15/2019;Zuschuss Carroll;Bevis;"Bevis Round Bullnose 29"" High Table Top";Consumer;Furniture;Tables;West;98026;Edmonds;Washington;United States;0%;311652,00;5;1298,6;0,2
US-2020-151995;10/13/2019;10/15/2019;Zuschuss Carroll;Belkin;Belkin F9G930V10-GRY 9 Outlet Surge;Consumer;Office Supplies;Appliances;West;98026;Edmonds;Washington;United States;0%;620368,00;4;213,9;0,3
US-2020-151995;10/13/2019;10/15/2019;Zuschuss Carroll;Newell;Newell 32;Consumer;Office Supplies;Art;West;98026;Edmonds;Washington;United States;0%;32256,00;4;11,5;0,3
US-2020-151995;10/13/2019;10/15/2019;Zuschuss Carroll;Sony;Sony 16GB Class 10 Micro SDHC R40 Memory Card;Consumer;Technology;Accessories;West;98026;Edmonds;Washington;United States;0%;2578,00;2;25,8;0,1
US-2020-164742;10/13/2019;10/18/2019;Marina Lichtenstein;Global;Global High-Back Leather Tilter, Burgundy;Corporate;Furniture;Chairs;East;8701;Lakewood;New Jersey;United States;0%;270578,00;2;246,0;0,1
US-2020-164742;10/13/2019;10/18/2019;Marina Lichtenstein;Other;Flexible Leather- Look Classic Collection Ring Binder;Corporate;Office Supplies;Binders;East;8701;Lakewood;New Jersey;United States;0%;9,47;1;18,9;0,5
US-2020-146353;10/14/2019;10/16/2019;Jim Epp;Avery;Avery Metallic Poly Binders;Corporate;Office Supplies;Binders;East;3301;Concord;New Hampshire;United States;0%;110016,00;4;22,9;0,5
US-2020-146353;10/14/2019;10/16/2019;Jim Epp;Fellowes;Fellowes Bankers Box Recycled Super Stor/Drawer;Corporate;Office Supplies;Storage;East;3301;Concord;New Hampshire;United States;0%;16194,00;5;269,9;0,1
US-2020-151015;10/14/2019;10/20/2019;Bradley Drucker;Pressboard;"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue";Consumer;Office Supplies;Binders;Central;60653;Chicago;Illinois;United States;80%;-48609,00;3;2946,0;-1,7
US-2020-151015;10/14/2019;10/20/2019;Bradley Drucker;Xerox;Xerox 1903;Consumer;Office Supplies;Paper;Central;60653;Chicago;Illinois;United States;20%;69368,00;4;19136,0;0,4
US-2020-151015;10/14/2019;10/20/2019;Bradley Drucker;Xerox;Xerox 1951;Consumer;Office Supplies;Paper;Central;60653;Chicago;Illinois;United States;20%;100685,00;13;322192,0;0,3
US-2020-151330;10/14/2019;10/17/2019;Toby Carlisle;Office Star;Office Star - Ergonomic Mid Back Chair with 2-Way Adjustable Arms;Consumer;Furniture;Chairs;East;2149;Everett;Massachusetts;United States;0%;2606112,00;9;1628,8;0,2
US-2020-151330;10/14/2019;10/17/2019;Toby Carlisle;Other;SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h;Consumer;Office Supplies;Storage;East;2149;Everett;Massachusetts;United States;0%;22246,00;7;79,5;0,3
US-2020-151330;10/14/2019;10/17/2019;Toby Carlisle;WD My Passport;WD My Passport Ultra 500GB Portable External Hard Drive;Consumer;Technology;Accessories;East;2149;Everett;Massachusetts;United States;0%;30,09;3;177,0;0,2
US-2020-163748;10/14/2019;10/18/2019;Hunter Glantz;Hoover;Hoover Replacement Belts For Soft Guard & Commercial Ltweight Upright Vacs, 2/Pk;Consumer;Office Supplies;Appliances;Central;76106;Fort Worth;Texas;United States;80%;-8532,00;4;3,2;-2,7
US-2020-163748;10/14/2019;10/18/2019;Hunter Glantz;Hewlett-Packard;Hewlett Packard 610 Color Digital Copier / Printer;Consumer;Technology;Copiers;Central;76106;Fort Worth;Texas;United States;20%;6249875,00;5;2000,0;0,3
US-2020-122021;10/15/2019;10/17/2019;Anna Chung;Global;Global Italian Leather Office Chair;Consumer;Furniture;Chairs;East;44134;Parma;Ohio;United States;30%;-78588,00;2;183372,0;0,0
US-2020-122021;10/15/2019;10/17/2019;Anna Chung;Xerox;Xerox 1897;Consumer;Office Supplies;Paper;East;44134;Parma;Ohio;United States;20%;28884,00;2;7968,0;0,4
US-2020-143182;10/15/2019;10/20/2019;Dan Lawera;Executive Impressions;"Executive Impressions 13"" Clairmont Wall Clock";Consumer;Furniture;Furnishings;South;33012;Hialeah;Florida;United States;20%;40383,00;1;15384,0;0,3
US-2020-109456;10/16/2019;10/17/2019;Lynn Smith;Avery;Avery Non-Stick Heavy Duty View Round Locking Ring Binders;Consumer;Office Supplies;Binders;West;94110;San Francisco;California;United States;20%;50232,00;3;14352,0;0,4
US-2020-109456;10/16/2019;10/17/2019;Lynn Smith;Logitech;Logitech Illuminated - Keyboard;Consumer;Technology;Accessories;West;94110;San Francisco;California;United States;0%;863856,00;3;180,0;0,5
US-2020-103086;10/17/2019;10/19/2019;Evan Bailliet;GE;G,E, Longer-Life Indoor Recessed Floodlight Bulbs;Consumer;Furniture;Furnishings;Central;77095;Houston;Texas;United States;60%;-15936,00;2;5312,0;-0,3
US-2020-124394;10/17/2019;10/22/2019;Tracy Blumstein;GBC;GBC Standard Recycled Report Covers, Clear Plastic Sheets;Consumer;Office Supplies;Binders;Central;77705;Beaumont;Texas;United States;80%;-17248,00;5;10,8;-1,6
US-2020-124394;10/17/2019;10/22/2019;Tracy Blumstein;Other;Case Logic 2,4GHz Wireless Keyboard;Consumer;Technology;Accessories;Central;77705;Beaumont;Texas;United States;20%;-179964,00;3;119976,0;-0,2
US-2020-110408;10/18/2019;10/20/2019;Alan Schoenberger;Global;Global Wood Trimmed Manager's Task Chair, Khaki;Corporate;Furniture;Chairs;South;36116;Montgomery;Alabama;United States;0%;709644,00;6;545,9;0,1
US-2020-110408;10/18/2019;10/20/2019;Alan Schoenberger;Gould Plastics;Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h;Corporate;Office Supplies;Storage;South;36116;Montgomery;Alabama;United States;0%;110388,00;3;276,0;0,0
US-2020-110408;10/18/2019;10/20/2019;Alan Schoenberger;Avaya;Avaya IP Phone 1140E VoIP phone;Corporate;Technology;Phones;South;36116;Montgomery;Alabama;United States;0%;362687,00;5;1395,0;0,3
US-2020-115084;10/18/2019;10/22/2019;Luke Schmidt;Office Star;Office Star Flex Back Scooter Chair with Aluminum Finish Frame;Corporate;Furniture;Chairs;South;71854;Texarkana;Arkansas;United States;0%;1452816,00;6;605,3;0,2
US-2020-138450;10/18/2019;10/22/2019;Edward Hooks;Other;White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes;Corporate;Office Supplies;Envelopes;East;19134;Philadelphia;Pennsylvania;United States;20%;19692,00;6;52512,0;0,4
US-2020-138450;10/18/2019;10/22/2019;Edward Hooks;Adams;"Adams ""While You Were Out"" Message Pads";Corporate;Office Supplies;Paper;East;19134;Philadelphia;Pennsylvania;United States;20%;3,14;4;10048,0;0,3
US-2020-138450;10/18/2019;10/22/2019;Edward Hooks;Eldon;Eldon Base for stackable storage shelf, platinum;Corporate;Office Supplies;Storage;East;19134;Philadelphia;Pennsylvania;United States;20%;-35046,00;6;186912,0;-0,2
US-2020-143168;10/18/2019;10/23/2019;Ivan Gibson;Other;Computer Printout Index Tabs;Consumer;Office Supplies;Binders;West;98103;Seattle;Washington;United States;20%;0,47;1;1344,0;0,4
US-2020-143168;10/18/2019;10/23/2019;Ivan Gibson;Xerox;Xerox 1925;Consumer;Office Supplies;Paper;West;98103;Seattle;Washington;United States;0%;27882,00;2;62,0;0,5
US-2020-100867;10/19/2019;10/24/2019;Eugene Hildebrand;RCA;RCA Visys Integrated PBX 8-Line Router;Home Office;Technology;Phones;West;90712;Lakewood;California;United States;20%;20097,00;6;321552,0;0,1
US-2020-117317;10/19/2019;10/19/2019;Jeremy Farry;Adams;Spiral Phone Message Books with Labels by Adams;Consumer;Office Supplies;Paper;West;90032;Los Angeles;California;United States;0%;65856,00;3;13,4;0,5
US-2020-155264;10/19/2019;10/22/2019;Rachel Payne;ACCOHIDE;Accohide Poly Flexible Ring Binders;Corporate;Office Supplies;Binders;West;94110;San Francisco;California;United States;20%;1122,00;1;2992,0;0,4
US-2020-155264;10/19/2019;10/22/2019;Rachel Payne;Avery;Avery Durable Slant Ring Binders With Label Holder;Corporate;Office Supplies;Binders;West;94110;San Francisco;California;United States;20%;70224,00;6;20064,0;0,4
US-2020-155264;10/19/2019;10/22/2019;Rachel Payne;Avery;Avery 480;Corporate;Office Supplies;Labels;West;94110;San Francisco;California;United States;0%;9,00;5;18,8;0,5
US-2020-155264;10/19/2019;10/22/2019;Rachel Payne;Xerox;Xerox 1917;Corporate;Office Supplies;Paper;West;94110;San Francisco;California;United States;0%;689631,00;3;146,7;0,5
US-2020-155264;10/19/2019;10/22/2019;Rachel Payne;Panasonic;Panasonic KX TS208W Corded phone;Corporate;Technology;Phones;West;94110;San Francisco;California;United States;20%;117576,00;3;117576,0;0,1
US-2020-137092;10/20/2019;10/22/2019;Lindsay Shagiari;Other;Satellite Sectional Post Binders;Home Office;Office Supplies;Binders;Central;60653;Chicago;Illinois;United States;80%;-147594,00;1;8682,0;-1,7
US-2020-137092;10/20/2019;10/22/2019;Lindsay Shagiari;Avery;Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White;Home Office;Office Supplies;Labels;Central;60653;Chicago;Illinois;United States;20%;79378,00;1;24424,0;0,3
US-2020-137092;10/20/2019;10/22/2019;Lindsay Shagiari;Wirebound;Wirebound Voice Message Log Book;Home Office;Office Supplies;Paper;Central;60653;Chicago;Illinois;United States;20%;12376,00;1;3808,0;0,3
US-2020-137092;10/20/2019;10/22/2019;Lindsay Shagiari;Other;24 Capacity Maxi Data Binder Racks, Pearl;Home Office;Office Supplies;Storage;Central;60653;Chicago;Illinois;United States;20%;315825,00;3;505,3;0,1
US-2020-137092;10/20/2019;10/22/2019;Lindsay Shagiari;Logitech;Logitech Wireless Performance Mouse MX for PC and Mac;Home Office;Technology;Accessories;Central;60653;Chicago;Illinois;United States;20%;719928,00;4;319968,0;0,2
US-2020-146703;10/20/2019;10/25/2019;Patrick O'Donnell;Gould Plastics;Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black;Consumer;Office Supplies;Storage;Central;48185;Westland;Michigan;United States;0%;84784,00;4;212,0;0,0
US-2020-169684;10/20/2019;10/23/2019;Fred Hopkins;Lesro;Lesro Round Back Collection Coffee Table, End Table;Corporate;Furniture;Tables;South;37918;Knoxville;Tennessee;United States;40%;-1478655,00;3;328,6;-0,5
US-2020-169684;10/20/2019;10/23/2019;Fred Hopkins;Other;"Contico 72""H Heavy-Duty Storage System";Corporate;Office Supplies;Storage;South;37918;Knoxville;Tennessee;United States;20%;-24588,00;3;98352,0;-0,3
US-2020-100916;10/21/2019;10/26/2019;Frank Hawley;Hon;Hon 2111 Invitation Series Straight Table;Corporate;Furniture;Tables;South;23602;Newport News;Virginia;United States;0%;1123508,00;4;591,3;0,2
US-2020-100916;10/21/2019;10/26/2019;Frank Hawley;Sanford;SANFORD Liquid Accent Tank-Style Highlighters;Corporate;Office Supplies;Art;South;23602;Newport News;Virginia;United States;0%;0,88;1;2,8;0,3
US-2020-100916;10/21/2019;10/26/2019;Frank Hawley;Eldon;Eldon Base for stackable storage shelf, platinum;Corporate;Office Supplies;Storage;South;23602;Newport News;Virginia;United States;0%;9735,00;5;194,7;0,1
US-2020-142587;10/21/2019;10/22/2019;Tracy Blumstein;Hon;Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal;Consumer;Furniture;Tables;East;45014;Fairfield;Ohio;United States;40%;-122877,00;3;409,6;-0,3
US-2020-142587;10/21/2019;10/22/2019;Tracy Blumstein;Fellowes;Fellowes Superior 10 Outlet Split Surge Protector;Consumer;Office Supplies;Appliances;East;45014;Fairfield;Ohio;United States;20%;137016,00;4;121792,0;0,1
US-2020-169852;10/21/2019;10/26/2019;Sylvia Foulston;Other;Plastic Binding Combs;Corporate;Office Supplies;Binders;West;92024;San Diego;California;United States;20%;122715,00;3;36,4;0,3
US-2020-110072;10/22/2019;10/28/2019;Maureen Gastineau;Seth Thomas;"Seth Thomas 14"" Putty-Colored Wall Clock";Home Office;Furniture;Furnishings;East;43055;Newark;Ohio;United States;20%;129096,00;4;93888,0;0,1
US-2020-151967;10/22/2019;10/26/2019;Nicole Brennan;Tenex;Tenex Chairmats For Use with Hard Floors;Corporate;Furniture;Furnishings;South;71111;Bossier City;Louisiana;United States;0%;103936,00;4;129,9;0,1
US-2020-108707;10/24/2019;10/29/2019;Daniel Byrd;Xerox;Xerox 210;Home Office;Office Supplies;Paper;South;33311;Fort Lauderdale;Florida;United States;20%;36288,00;2;10368,0;0,4
US-2020-113047;10/24/2019;10/24/2019;Arthur Prichep;Advantus;Advantus Map Pennant Flags and Round Head Tacks;Consumer;Office Supplies;Fasteners;South;29730;Rock Hill;South Carolina;United States;0%;3792,00;3;11,9;0,3
US-2020-130729;10/24/2019;10/29/2019;Allen Armold;Avery;Avery Premier Heavy-Duty Binder with Round Locking Rings;Consumer;Office Supplies;Binders;West;91730;Rancho Cucamonga;California;United States;20%;111384,00;3;34272,0;0,3
US-2020-139542;10/25/2019;10/29/2019;Evan Henry;GBC;"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black";Consumer;Office Supplies;Binders;East;19120;Philadelphia;Pennsylvania;United States;70%;-95886,00;3;13698,0;-0,7
US-2020-139542;10/25/2019;10/29/2019;Evan Henry;Memorex;Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 15/Pack;Consumer;Technology;Accessories;East;19120;Philadelphia;Pennsylvania;United States;20%;0,51;3;40776,0;0,0
US-2020-158400;10/25/2019;10/28/2019;Aaron Hawkins;GBC;GBC VeloBind Cover Sets;Corporate;Office Supplies;Binders;West;94109;San Francisco;California;United States;20%;18528,00;4;49408,0;0,4
US-2020-162278;10/26/2019;10/30/2019;Angele Hood;Tenex;Tenex Chairmats For Use With Carpeted Floors;Consumer;Furniture;Furnishings;West;98105;Seattle;Washington;United States;0%;3196,00;4;63,9;0,1
US-2020-162278;10/26/2019;10/30/2019;Angele Hood;Other;Vtech CS6719;Consumer;Technology;Phones;West;98105;Seattle;Washington;United States;20%;38396,00;5;384,0;0,1
US-2020-148285;10/27/2019;1/11/2019;Ross DeVincentis;Easy-staple paper;Easy-staple paper;Home Office;Office Supplies;Paper;South;28314;Fayetteville;North Carolina;United States;20%;40338,00;3;11952,0;0,3
US-2020-148285;10/27/2019;1/11/2019;Ross DeVincentis;Xerox;Xerox 2;Home Office;Office Supplies;Paper;South;28314;Fayetteville;North Carolina;United States;20%;36288,00;2;10368,0;0,4
US-2020-101931;10/28/2019;10/31/2019;Todd Sumrall;O'Sullivan;O'Sullivan Living Dimensions 2-Shelf Bookcases;Corporate;Furniture;Bookcases;West;90049;Los Angeles;California;United States;15%;-36294,00;6;616998,0;-0,1
US-2020-101931;10/28/2019;10/31/2019;Todd Sumrall;Avery;Avery Non-Stick Binders;Corporate;Office Supplies;Binders;West;90049;Los Angeles;California;United States;20%;2245,00;2;7184,0;0,3
US-2020-101931;10/28/2019;10/31/2019;Todd Sumrall;Eldon;Eldon Portable Mobile Manager;Corporate;Office Supplies;Storage;West;90049;Los Angeles;California;United States;0%;38178,00;5;141,4;0,3
US-2020-101931;10/28/2019;10/31/2019;Todd Sumrall;Other;Premier Automatic Letter Opener;Corporate;Office Supplies;Supplies;West;90049;Los Angeles;California;United States;0%;144222,00;2;480,7;0,0
US-2020-101931;10/28/2019;10/31/2019;Todd Sumrall;Other;Serrated Blade or Curved Handle Hand Letter Openers;Corporate;Office Supplies;Supplies;West;90049;Los Angeles;California;United States;0%;0,06;2;6,3;0,0
US-2020-107769;10/28/2019;1/11/2019;Bill Tyler;Other;Digium D40 VoIP phone;Corporate;Technology;Phones;Central;67846;Garden City;Kansas;United States;0%;748142,00;2;258,0;0,3
US-2020-154627;10/29/2019;10/31/2019;Sue Ann Reed;Apple;Apple iPhone 5S;Consumer;Technology;Phones;Central;60610;Chicago;Illinois;United States;20%;341994,00;6;2735952,0;0,1
US-2020-166590;10/29/2019;2/11/2019;Noah Childs;Other;Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate;Corporate;Office Supplies;Paper;Central;47201;Columbus;Indiana;United States;0%;356636,00;2;75,9;0,5
US-2020-166590;10/29/2019;2/11/2019;Noah Childs;Maxell;Maxell 4,7GB DVD+R 5/Pack;Corporate;Technology;Accessories;Central;47201;Columbus;Indiana;United States;0%;0,89;2;2,0;0,5
US-2020-106439;10/31/2019;4/11/2019;Greg Guthrie;Novimex;Novimex Fabric Task Chair;Corporate;Furniture;Chairs;West;90049;Los Angeles;California;United States;20%;-9147,00;3;146352,0;-0,1
US-2020-106439;10/31/2019;4/11/2019;Greg Guthrie;Newell;Newell 325;Corporate;Office Supplies;Art;West;90049;Los Angeles;California;United States;0%;3717,00;3;12,4;0,3
US-2020-106439;10/31/2019;4/11/2019;Greg Guthrie;Avery;"Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2""";Corporate;Office Supplies;Binders;West;90049;Los Angeles;California;United States;20%;53892,00;2;15968,0;0,3
US-2020-106439;10/31/2019;4/11/2019;Greg Guthrie;Fellowes;Fellowes Twister Kit, Gray/Clear, 3/pkg;Corporate;Office Supplies;Binders;West;90049;Los Angeles;California;United States;20%;6,03;3;19296,0;0,3
US-2020-106439;10/31/2019;4/11/2019;Greg Guthrie;Other;Staples;Corporate;Office Supplies;Fasteners;West;90049;Los Angeles;California;United States;0%;52164,00;3;11,3;0,5
US-2020-106439;10/31/2019;4/11/2019;Greg Guthrie;Xerox;Xerox 1952;Corporate;Office Supplies;Paper;West;90049;Los Angeles;California;United States;0%;304278,00;13;64,7;0,5
US-2020-106439;10/31/2019;4/11/2019;Greg Guthrie;Tennsco;Tennsco Regal Shelving Units;Corporate;Office Supplies;Storage;West;90049;Los Angeles;California;United States;0%;121692,00;4;405,6;0,0
US-2020-106439;10/31/2019;4/11/2019;Greg Guthrie;Other;Letter/Legal File Tote with Clear Snap-On Lid, Black Granite;Corporate;Office Supplies;Storage;West;90049;Los Angeles;California;United States;0%;20878,00;5;80,3;0,3
US-2020-106439;10/31/2019;4/11/2019;Greg Guthrie;Maxell;Maxell LTO Ultrium - 800 GB;Corporate;Technology;Accessories;West;90049;Los Angeles;California;United States;0%;478629,00;9;251,9;0,2
US-2020-108609;10/31/2019;2/11/2019;Anthony Jacobs;Hon;Hon 94000 Series Round Tables;Corporate;Furniture;Tables;East;44052;Lorain;Ohio;United States;40%;-7345264,00;8;1421664,0;-0,5
US-2020-120313;10/31/2019;2/11/2019;Nancy Lomonaco;Motorola;Motorola L804;Home Office;Technology;Phones;West;94110;San Francisco;California;United States;20%;82782,00;2;73584,0;0,1
US-2020-145387;10/31/2019;2/11/2019;Anne McFarland;Hon;Hon Pagoda Stacking Chairs;Consumer;Furniture;Chairs;East;2920;Cranston;Rhode Island;United States;0%;481,47;5;1604,9;0,3
US-2020-145387;10/31/2019;2/11/2019;Anne McFarland;Eldon;Eldon Wave Desk Accessories;Consumer;Furniture;Furnishings;East;2920;Cranston;Rhode Island;United States;0%;77748,00;3;17,7;0,4
US-2020-145387;10/31/2019;2/11/2019;Anne McFarland;Eldon;Eldon Expressions Wood Desk Accessories, Oak;Consumer;Furniture;Furnishings;East;2920;Cranston;Rhode Island;United States;0%;42804,00;2;14,8;0,3
US-2020-145387;10/31/2019;2/11/2019;Anne McFarland;Chromcraft;"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables";Consumer;Furniture;Tables;East;2920;Cranston;Rhode Island;United States;30%;-606078,00;1;385686,0;-0,2
US-2020-145387;10/31/2019;2/11/2019;Anne McFarland;Other;Lumber Crayons;Consumer;Office Supplies;Art;East;2920;Cranston;Rhode Island;United States;0%;18715,00;5;49,3;0,4
US-2020-145387;10/31/2019;2/11/2019;Anne McFarland;GBC;GBC Recycled VeloBinder Covers;Consumer;Office Supplies;Binders;East;2920;Cranston;Rhode Island;United States;0%;156768,00;2;34,1;0,5
US-2020-145387;10/31/2019;2/11/2019;Anne McFarland;Other;"RSVP Cards & Envelopes, Blank White, 8-1/2"" X 11"", 24 Cards/25 Envelopes/Set";Consumer;Office Supplies;Paper;East;2920;Cranston;Rhode Island;United States;0%;47752,00;2;10,2;0,5
US-2020-167262;10/31/2019;3/11/2019;Amy Cox;Plantronics;Plantronics HL10 Handset Lifter;Consumer;Technology;Phones;West;85323;Avondale;Arizona;United States;20%;835128,00;8;742336,0;0,1
US-2020-102673;1/11/2019;5/11/2019;Ken Heidel;Newell;Newell 320;Corporate;Office Supplies;Art;South;28205;Charlotte;North Carolina;United States;20%;0,90;3;10272,0;0,1
US-2020-102673;1/11/2019;5/11/2019;Ken Heidel;Other;Staples;Corporate;Office Supplies;Fasteners;South;28205;Charlotte;North Carolina;United States;20%;1,41;5;7,5;0,2
US-2020-102673;1/11/2019;5/11/2019;Ken Heidel;Avery;Avery 513;Corporate;Office Supplies;Labels;South;28205;Charlotte;North Carolina;United States;20%;155376,00;12;47808,0;0,3
US-2020-102673;1/11/2019;5/11/2019;Ken Heidel;Cisco;Cisco IP Phone 7961G VoIP phone - Dark gray;Corporate;Technology;Phones;South;28205;Charlotte;North Carolina;United States;20%;1101195,00;9;978,8;0,1
